date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:13:44	104193/104193	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-19701%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-logistics-dashboard.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-logistics-dashboard.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:44	95262/95262	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-1741e%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-academy-dashboard.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-academy-dashboard.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:44	75331/75331	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-12643%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-collapsed-menu.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-collapsed-menu.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:44	75152/75152	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-12590%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-content-navbar.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-content-navbar.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:45	75541/75541	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-12715%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-content-navbar-with-sidebar.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-content-navbar-with-sidebar.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:45	78753/78753	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-133a1%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-navbar-full.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-navbar-full.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:45	79143/79143	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-13527%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-navbar-full-with-sidebar.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-navbar-full-with-sidebar.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:45	30591/30591	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-777f%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-without-menu.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-without-menu.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:45	52222/52222	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-cbfe%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-without-navbar.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-without-navbar.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:46	75142/75142	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-12586%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-fluid.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-fluid.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:46	75163/75163	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-1259b%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-container.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-container.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:46	5404/5404	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-151c%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-blank.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/layouts-blank.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:46	126433/126433	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-1ede1%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-email.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-email.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:47	104077/104077	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-1968d%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-chat.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-chat.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:47	83076/83076	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-14484%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-calendar.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-calendar.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:47	86243/86243	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-150e3%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-kanban.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-kanban.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:47	79182/79182	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-1354e%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-product-list.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-product-list.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:47	98159/98159	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-17f6f%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-product-add.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-product-add.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:48	81109/81109	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-13cd5%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-category-list.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-category-list.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:48	78171/78171	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-1315b%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-order-list.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-order-list.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:48	98345/98345	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-18029%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-order-details.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-order-details.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:48	82517/82517	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-14255%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-all.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-all.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:49	94054/94054	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-16f66%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-overview.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-overview.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:49	98063/98063	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-17f0f%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-security.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-security.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:49	123340/123340	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-1e1cc%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-billing.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-billing.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:49	94509/94509	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-1712d%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-notifications.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-notifications.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:49	79965/79965	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-1385d%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-manage-reviews.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-manage-reviews.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:50	81151/81151	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-13cff%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-referral.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-referral.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:50	89791/89791	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-15ebf%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-detail.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-detail.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:50	93046/93046	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-16b76%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-payments.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-payments.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:50	82391/82391	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-141d7%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-checkout.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-checkout.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:51	85741/85741	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-14eed%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-shipping.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-shipping.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:51	82772/82772	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-14354%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-locations.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-locations.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:51	86816/86816	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-15320%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-notifications.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-notifications.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:51	94712/94712	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-171f8%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-academy-course.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-academy-course.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:51	89280/89280	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-15cc0%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-academy-course-details.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-academy-course-details.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:52	91061/91061	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-163b5%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-logistics-fleet.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-logistics-fleet.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:52	78457/78457	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-13279%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-list.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-list.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:52	88910/88910	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-15b4e%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-preview.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-preview.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:52	93677/93677	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-16ded%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-edit.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-edit.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:53	90952/90952	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-16348%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-add.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-add.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:53	84041/84041	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-14849%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-user-list.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-user-list.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
11:13:53	96356/96356	---MCZ	200	added ('OK')	text/html	etag:W/%2264ad508a-17864%22	https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-user-view-account.html	D:/HtML%20CSS%20&%20JAVASCRIPT/free%20templates/library/demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/app-user-view-account.html	(from https://demos.themeselection.com/materio-bootstrap-html-admin-template/html/vertical-menu-template/index.html)
